oficinasolicita,oficinaacepta,usuariosolicita,usuarioacepta,comprobantetransferencia,estadotransferencia,codproducto,cantidad_enteros,cantidad_fraccion,sumaventacajas,sumavalorventa,tipo_venta_transferencia,aniomes
3170,485,YKGUAJALA,CFCASTILLO,3170-500-0001131,ACEPTADA,0000122494,0.21428571428571427,3.0,0.21428571428571427,5.904,VENTA TOTAL,202404
1842,485,GCLOPEZ,KVAPONTE,1842-501-0005580,ACEPTADA,16375,4.0,4.0,21.0,12.11,VENTA TOTAL,202404
1842,485,JAQUINTERO,,1842-501-0005309,ACEPTADA,17432,1.0,1.0,1.0,3.4398,VENTA TOTAL,202404
1842,485,JAQUINTERO,,1842-501-0005309,ACEPTADA,0000132794,1.0,1.0,1.0,15.4493,VENTA TOTAL,202404
1889,485,YPJARA,KTMORENO,1889-500-0002303,ACEPTADA,0000130409,1.0,1.0,,,SIN VENTA,202404
2175,485,PPULLOAS,KTMORENO,2175-500-0000185,ACEPTADA,14590,1.0,1.0,0.0,0.0,SIN VENTA,202404
2175,485,NABERMEO,CFCASTILLO,2175-500-0000203,ACEPTADA,0000115672,1.0,1.0,1.0,3.7297,VENTA TOTAL,202404
2175,485,PPULLOAS,CFCASTILLO,2175-501-0000179,ACEPTADA,06220,1.0,1.0,1.0,5.819,VENTA TOTAL,202404
2175,485,NABERMEO,CFCASTILLO,2175-500-0000197,ACEPTADA,0000129634,3.0,18.0,4.0,31.9464,VENTA TOTAL,202404
2175,485,NABERMEO,CFCASTILLO,2175-500-0000206,ACEPTADA,0000137387,0.3,30.0,0.3,42.0,VENTA TOTAL,202404
2175,485,NABERMEO,,2175-500-0000174,ACEPTADA,0000121136,0.2,10.0,0.2,18.823,VENTA TOTAL,202404
2175,485,NABERMEO,KVAPONTE,2175-500-0000167,ACEPTADA,07371,1.0,30.0,4.0,84.24,VENTA TOTAL,202404
2175,485,NABERMEO,KTMORENO,2175-500-0000173,ACEPTADA,01379,1.0,1.0,1.0,5.7027,VENTA TOTAL,202404
2175,485,NABERMEO,KTMORENO,2175-500-0000169,ACEPTADA,0000132375,1.0,1.0,1.0,22.32,VENTA TOTAL,202404
2175,485,NABERMEO,CFCASTILLO,2175-500-0000196,ACEPTADA,0000124295,0.5333333333333333,8.0,0.4666666666666667,13.0725,VENTA PARCIAL,202404
2175,485,PPULLOAS,JCGONZALEO,2175-501-0000188,ACEPTADA,0000100287,1.0,1.0,1.0,1.3913,VENTA TOTAL,202404
2175,485,NABERMEO,KVAPONTE,2175-500-0000202,ACEPTADA,05357,2.0,2.0,2.0,4.75,VENTA TOTAL,202404
2175,485,PPULLOAS,CFCASTILLO,2175-501-0000209,ACEPTADA,0000126763,1.0,1.0,1.0,6.144,VENTA TOTAL,202404
2175,485,NABERMEO,KVAPONTE,2175-500-0000191,ACEPTADA,0000124295,0.4666666666666667,7.0,0.4666666666666667,13.0725,VENTA TOTAL,202404
2175,485,PPULLOAS,JCGONZALEO,2175-501-0000187,ACEPTADA,0000136374,15.0,15.0,11.0,9.4688,VENTA PARCIAL,202404
2175,485,PPULLOAS,KVAPONTE,2175-501-0000182,ACEPTADA,0000136269,0.06666666666666667,2.0,0.2,0.0,VENTA TOTAL,202404
2175,485,NABERMEO,KTMORENO,2175-500-0000175,ACEPTADA,0000136654,1.0,1.0,2.0,29.6,VENTA TOTAL,202404
2175,485,PPULLOAS,JCGONZALEO,2175-501-0000187,ACEPTADA,0000130141,15.0,15.0,4.0,3.4868,VENTA PARCIAL,202404
2175,485,PPULLOAS,KVAPONTE,2175-501-0000211,ACEPTADA,0000123090,1.0,1.0,3.0,8.16,VENTA TOTAL,202404
2175,485,NABERMEO,KVAPONTE,2175-500-0000163,ACEPTADA,05256,1.0,1.0,1.0,2.8,VENTA TOTAL,202404
2175,485,PPULLOAS,KVAPONTE,2175-501-0000210,ACEPTADA,0000131824,1.0,1.0,,,SIN VENTA,202404
2175,485,PPULLOAS,JCGONZALEO,2175-501-0000188,ACEPTADA,0000139826,4.0,4.0,4.0,2.4348,VENTA TOTAL,202404
1867,485,CMCAMPOVER,,1867-501-0006363,ACEPTADA,05818,1.0,30.0,1.0,13.446,VENTA TOTAL,202404
1867,485,CMCAMPOVER,KTMORENO,1867-501-0006288,ACEPTADA,0000136800,1.0,30.0,1.0,15.0268,VENTA TOTAL,202404
1867,485,CMCAMPOVER,,1867-501-0006363,ACEPTADA,05146,0.75,15.0,0.75,8.97,VENTA TOTAL,202404
1867,485,CMCAMPOVER,CFCASTILLO,1867-501-0006346,ACEPTADA,0000129492,1.0,30.0,1.0,59.2704,VENTA TOTAL,202404
1867,485,CMCAMPOVER,CFCASTILLO,1867-501-0006364,ACEPTADA,05146,0.25,5.0,,,SIN VENTA,202404
352,485,NCRUIZ,CFCASTILLO,352-003-0035254,ACEPTADA,0000117278,1.0,10.0,,,SIN VENTA,202404
352,485,EAJARAMILL,CFCASTILLO,352-002-0034924,ACEPTADA,21134,3.0,3.0,8.0,40.4,VENTA TOTAL,202404
352,485,NCRUIZ,JCGONZALEO,352-003-0034963,ACEPTADA,0000116522,0.2,6.0,,,SIN VENTA,202404
352,485,EAJARAMILL,JCGONZALEO,352-002-0035155,ACEPTADA,0000118873,1.0,30.0,1.0,19.6477,VENTA TOTAL,202404
352,485,NCRUIZ,KTMORENO,352-003-0035035,ANULADA,0000134561,1.0,1.0,,,ANULADA,202404
352,485,NCRUIZ,CFCASTILLO,352-003-0035199,ACEPTADA,0000138058,0.7857142857142857,22.0,1.0714285714285714,37.72,VENTA TOTAL,202404
352,485,AJIMENEZR,,352-001-0035184,ACEPTADA,0000112841,1.0,1.0,1.0,19.9,VENTA TOTAL,202404
352,485,NCRUIZ,JCGONZALEO,352-003-0035311,ACEPTADA,13351,1.0,20.0,2.0,27.448,VENTA TOTAL,202404
352,485,NCRUIZ,CFCASTILLO,352-003-0035142,ACEPTADA,0000142073,0.6666666666666666,20.0,0.6333333333333333,3.744,VENTA PARCIAL,202404
352,485,NCRUIZ,JCGONZALEO,352-003-0034910,ACEPTADA,0000135065,0.2,1.0,1.0,54.8,VENTA TOTAL,202404
352,485,NCRUIZ,JCGONZALEO,352-003-0035276,ACEPTADA,0000128714,1.0,1.0,1.0,23.42,VENTA TOTAL,202404
352,485,AJIMENEZR,KTMORENO,352-001-0035169,ACEPTADA,0000132991,1.0,1.0,,,SIN VENTA,202404
352,485,NCRUIZ,JCGONZALEO,352-003-0035006,ACEPTADA,0000139310,1.0,1.0,1.0,29.12,VENTA TOTAL,202404
352,485,AJIMENEZR,,352-001-0035121,ACEPTADA,09833,0.3333333333333333,10.0,1.0,31.68,VENTA TOTAL,202404
352,485,EAJARAMILL,KTMORENO,352-002-0035044,ACEPTADA,0000138671,0.3,3.0,2.0,24.32,VENTA TOTAL,202404
352,485,EAJARAMILL,KTMORENO,352-002-0035044,ACEPTADA,0000142953,1.0,30.0,1.0,1.551,VENTA TOTAL,202404
352,485,NCRUIZ,CFCASTILLO,352-003-0035287,ACEPTADA,13863,1.0,10.0,,,SIN VENTA,202404
352,485,AJIMENEZR,CFCASTILLO,352-001-0034897,ACEPTADA,0000123559,1.0,1.0,1.0,17.0,VENTA TOTAL,202404
352,485,AJIMENEZR,KTMORENO,352-001-0035059,ACEPTADA,0000131576,0.6,6.0,0.6,12.408,VENTA TOTAL,202404
352,485,NCRUIZ,CFCASTILLO,352-003-0035057,ACEPTADA,0000112841,1.0,1.0,,,SIN VENTA,202404
352,485,EAJARAMILL,,352-002-0035296,ACEPTADA,0000141762,1.0,1.0,2.0,3.687,VENTA TOTAL,202404
352,485,NCRUIZ,JCGONZALEO,352-003-0034910,ACEPTADA,0000124299,1.0,1.0,4.0,0.0,VENTA TOTAL,202404
352,485,AJIMENEZR,KVAPONTE,352-001-0035048,ACEPTADA,0000104713,0.3333333333333333,10.0,,,SIN VENTA,202404
352,485,EAJARAMILL,KTMORENO,352-002-0035042,ANULADA,0000142953,1.0,30.0,,,ANULADA,202404
352,485,AJIMENEZR,CFCASTILLO,352-001-0035120,ACEPTADA,0000121164,0.9,27.0,0.9,68.904,VENTA TOTAL,202404
352,485,EAJARAMILL,CFCASTILLO,352-002-0034968,ACEPTADA,0000130656,0.125,1.0,0.25,3.8556,VENTA TOTAL,202404
352,485,NCRUIZ,CFCASTILLO,352-003-0035039,ACEPTADA,0000134561,1.0,1.0,2.0,60.86,VENTA TOTAL,202404
1788,485,CAMOROCHOP,,1788-001-0003618,ACEPTADA,0000118912,1.0,1.0,1.0,5.6786,VENTA TOTAL,202404
1788,485,CAMOROCHOP,,1788-001-0003605,ACEPTADA,0000137406,2.0,2.0,2.0,24.56,VENTA TOTAL,202404
1788,485,CAMOROCHOP,,1788-001-0003642,ACEPTADA,21134,3.0,3.0,6.0,30.3,VENTA TOTAL,202404
1788,485,CAMOROCHOP,,1788-001-0003617,ACEPTADA,00020,2.0,60.0,2.0,24.0,VENTA TOTAL,202404
1788,485,CAMOROCHOP,,1788-001-0003662,ACEPTADA,0000139598,1.0,1.0,1.0,3.76,VENTA TOTAL,202404
1788,485,CAMOROCHOP,,1788-001-0003633,ACEPTADA,0000132534,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
369,485,MGVASQUEZ,JCGONZALEO,369-001-0024537,ANULADA,0000137949,0.6666666666666666,20.0,,,ANULADA,202404
369,485,PJCARRION,CFCASTILLO,369-005-0024522,ACEPTADA,0000139056,2.0,60.0,2.0,32.76,VENTA TOTAL,202404
369,485,MLCHAMBA,,369-003-0024625,ACEPTADA,0000139826,3.0,3.0,3.0,1.8261,VENTA TOTAL,202404
369,485,MLCHAMBA,KTMORENO,369-003-0024627,ACEPTADA,24376,1.0,30.0,1.0,42.336,VENTA TOTAL,202404
369,485,BRESPINOZA,CFCASTILLO,369-004-0024705,ACEPTADA,0000135746,1.0,5.0,4.0,39.978,VENTA TOTAL,202404
369,485,PJCARRION,KVAPONTE,369-002-0024652,ACEPTADA,0000142953,1.0,30.0,1.0,1.551,VENTA TOTAL,202404
369,485,MGVASQUEZ,JCGONZALEO,369-001-0024538,ACEPTADA,0000137949,0.6666666666666666,20.0,1.6666666666666667,52.5,VENTA TOTAL,202404
369,485,BRESPINOZA,,369-004-0024815,ACEPTADA,0000139450,1.0,1.0,1.0,20.0284,VENTA TOTAL,202404
369,485,MGVASQUEZ,KTMORENO,369-003-0024735,ACEPTADA,0000120955,1.0,28.0,1.0,17.8332,VENTA TOTAL,202404
369,485,MLCHAMBA,KVAPONTE,369-002-0024777,ACEPTADA,0000106712,1.0,1.0,1.0,16.245,VENTA TOTAL,202404
369,485,PJCARRION,,369-002-0024661,ACEPTADA,13947,1.0,1.0,1.0,15.368,VENTA TOTAL,202404
369,485,BRESPINOZA,,369-004-0024772,ACEPTADA,04082,2.0,8.0,2.0,21.7984,VENTA TOTAL,202404
369,485,BRESPINOZA,,369-004-0024518,ACEPTADA,0000142207,2.0,2.0,2.0,14.72,VENTA TOTAL,202404
369,485,MLCHAMBA,KTMORENO,369-002-0024730,ACEPTADA,0000141747,0.25,7.0,0.7142857142857142,11.2816,VENTA TOTAL,202404
369,485,ACVASQUEZ,JCGONZALEO,369-001-0024469,ACEPTADA,12288,1.0,30.0,0.3333333333333333,2.48,VENTA PARCIAL,202404
369,485,MGVASQUEZ,JCGONZALEO,369-001-0024538,ACEPTADA,0000142438,2.0,2.0,6.0,19.4388,VENTA TOTAL,202404
369,485,PJCARRION,HGROMERO,369-002-0024856,ACEPTADA,0000109128,2.0,48.0,3.125,22.32,VENTA TOTAL,202404
369,485,PJCARRION,KVAPONTE,369-002-0024660,ACEPTADA,13947,1.0,1.0,1.0,15.368,VENTA TOTAL,202404
369,485,PJCARRION,CFCASTILLO,369-005-0024522,ACEPTADA,0000128228,2.0,2.0,5.0,79.56,VENTA TOTAL,202404
2122,485,MJMEDINAR,CFCASTILLO,2122-500-0002435,ACEPTADA,0000124299,2.0,2.0,,,SIN VENTA,202404
2122,485,BSCALLE,,2122-502-0002262,ACEPTADA,13171,1.0,1.0,1.0,5.824,VENTA TOTAL,202404
2122,485,MJMEDINAR,HGROMERO,2122-500-0002432,ACEPTADA,0000127220,1.0,1.0,,,SIN VENTA,202404
2122,485,MJMEDINAR,CFCASTILLO,2122-500-0002435,ACEPTADA,0000108954,1.0,1.0,,,SIN VENTA,202404
2122,485,MJMEDINAR,CFCASTILLO,2122-500-0002435,ACEPTADA,0000117410,1.0,1.0,,,SIN VENTA,202404
1907,485,MFPINOS,MJROMAN,1907-501-0002769,ACEPTADA,04574,0.25,7.0,,,SIN VENTA,202404
1907,485,NYMALDONA,HGROMERO,1907-500-0002780,ACEPTADA,0000131775,1.0,28.0,,,SIN VENTA,202404
1907,485,MFPINOS,MJROMAN,1907-501-0002769,ACEPTADA,0000127291,0.5,15.0,0.5,15.246,VENTA TOTAL,202404
1907,485,NYMALDONA,HGROMERO,1907-500-0002780,ACEPTADA,0000118121,1.0,14.0,,,SIN VENTA,202404
1907,485,MFPINOS,,1907-501-0002725,ACEPTADA,0000137298,1.0,10.0,1.0,21.16,VENTA TOTAL,202404
1907,485,MFPINOS,MJROMAN,1907-501-0002769,ACEPTADA,04081,0.16666666666666666,10.0,0.16666666666666666,4.674,VENTA TOTAL,202404
1985,485,FNFERNANDE,CFCASTILLO,1985-500-0002268,ACEPTADA,0000130218,1.0,30.0,3.0,49.92,VENTA TOTAL,202404
1985,485,JDSAMANIEG,,1985-501-0002224,ACEPTADA,0000137784,3.0,3.0,3.0,50.022,VENTA TOTAL,202404
1985,485,KOORTIZ,KVAPONTE,1985-500-0002274,ACEPTADA,0000110096,1.0,20.0,1.0,26.85,VENTA TOTAL,202404
2128,485,JACABRERAM,CFCASTILLO,2128-501-0000727,ACEPTADA,05418,2.0,20.0,3.0,27.216,VENTA TOTAL,202404
2128,485,ACVASQUEZ,CFCASTILLO,2128-500-0000738,ACEPTADA,05418,1.0,10.0,,,SIN VENTA,202404
2128,485,ACVASQUEZ,,2128-500-0000733,ACEPTADA,0000130523,1.0,1.0,1.0,21.4875,VENTA TOTAL,202404
1712,485,EBCUEVA,CFCASTILLO,1712-002-0003432,ACEPTADA,0000135903,1.0,1.0,1.0,31.96,VENTA TOTAL,202404
1712,485,MSJIMENEZ,CFCASTILLO,1712-001-0003438,ACEPTADA,0000131238,1.0,1.0,1.0,19.2,VENTA TOTAL,202404
1712,485,EGVARGAS,CFCASTILLO,1712-003-0003442,ACEPTADA,0000113250,0.07142857142857142,4.0,,,SIN VENTA,202404
1712,485,EGVARGAS,KTMORENO,1712-003-0003453,ACEPTADA,0000128228,1.0,1.0,,,SIN VENTA,202404
1712,485,EGVARGAS,CFCASTILLO,1712-003-0003434,ACEPTADA,0000115843,0.1,2.0,1.5,22.8,VENTA TOTAL,202404
1712,485,EBCUEVA,CFCASTILLO,1712-002-0003432,ACEPTADA,0000136739,1.0,1.0,2.0,0.0,VENTA TOTAL,202404
1712,485,EBCUEVA,,1712-002-0003449,ACEPTADA,0000143421,1.0,1.0,1.0,15.42,VENTA TOTAL,202404
1712,485,EBCUEVA,,1712-002-0003440,ACEPTADA,0000101699,2.0,20.0,2.0,16.0,VENTA TOTAL,202404
1712,485,MSJIMENEZ,CFCASTILLO,1712-001-0003438,ACEPTADA,0000124299,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
1712,485,EGVARGAS,CFCASTILLO,1712-003-0003441,ACEPTADA,0000113250,0.30357142857142855,17.0,1.0,40.526,VENTA TOTAL,202404
1712,485,EBCUEVA,CFCASTILLO,1712-002-0003432,ACEPTADA,0000124299,1.0,1.0,2.0,0.0,VENTA TOTAL,202404
470,485,TFCELI,,470-002-0012170,ACEPTADA,0000132247,1.0,1.0,1.0,31.7333,VENTA TOTAL,202404
470,485,MPROJASCH,KTMORENO,470-001-0012159,ACEPTADA,0000143259,1.0,30.0,1.0,65.274,VENTA TOTAL,202404
470,485,MPROJASCH,,470-001-0012157,ACEPTADA,0000137266,1.0,1.0,1.0,18.9732,VENTA TOTAL,202404
470,485,TFCELI,KVAPONTE,470-002-0012119,ACEPTADA,0000143421,1.0,1.0,1.0,12.85,VENTA TOTAL,202404
470,485,MPROJASCH,,470-001-0012122,ACEPTADA,0000130971,1.0,1.0,1.0,45.4598,VENTA TOTAL,202404
470,485,MPROJASCH,JCGONZALEO,470-001-0012054,ACEPTADA,12908,3.0,30.0,3.0,48.9,VENTA TOTAL,202404
470,485,MPROJASCH,,470-001-0012180,ACEPTADA,0000130971,1.0,1.0,1.0,45.4598,VENTA TOTAL,202404
390,485,MGHURTADO,JCGONZALEO,390-003-0032160,ACEPTADA,0000142917,1.0,1.0,1.0,9.56,VENTA TOTAL,202404
390,485,MGHURTADO,,390-002-0032100,ACEPTADA,0000142022,1.0,1.0,1.0,12.16,VENTA TOTAL,202404
390,485,MGHURTADO,JCGONZALEO,390-002-0032098,ACEPTADA,02188,1.0,30.0,1.0,27.468,VENTA TOTAL,202404
390,485,PFCRIOLLOM,KTMORENO,390-002-0032053,ACEPTADA,0000141934,1.0,15.0,2.0,39.831,VENTA TOTAL,202404
390,485,GPMARTINEZ,KTMORENO,390-004-0032123,ACEPTADA,21134,1.0,1.0,10.0,50.5,VENTA TOTAL,202404
390,485,PFCRIOLLOM,,390-003-0031911,ACEPTADA,0000124514,1.0,100.0,1.0,6.01,VENTA TOTAL,202404
390,485,PFCRIOLLOM,KTMORENO,390-002-0032118,ACEPTADA,05358,1.0,1.0,1.0,10.1999,VENTA TOTAL,202404
390,485,MGHURTADO,,390-002-0032082,ACEPTADA,0000141954,1.0,1.0,1.0,8.36,VENTA TOTAL,202404
390,485,GPMARTINEZ,KTMORENO,390-004-0031931,ACEPTADA,13612,1.0,28.0,1.0,21.6274,VENTA TOTAL,202404
390,485,MGHURTADO,JCGONZALEO,390-002-0032099,ANULADA,0000142022,1.0,1.0,,,ANULADA,202404
390,485,MGHURTADO,CFCASTILLO,390-002-0032062,ACEPTADA,0000109181,3.0,3.0,15.0,10.32,VENTA TOTAL,202404
390,485,MGHURTADO,,390-003-0032139,ACEPTADA,0000117410,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
3186,485,KJPAZC,CFCASTILLO,3186-502-0000173,ACEPTADA,09383,1.0,10.0,3.0,10.08,VENTA TOTAL,202404
3186,485,KJPAZC,CFCASTILLO,3186-502-0000127,ACEPTADA,0000142313,1.0,1.0,1.0,15.0071,VENTA TOTAL,202404
3186,485,JPCUEVA,,3186-500-0000161,ACEPTADA,0000142051,1.0,8.0,1.0,15.66,VENTA TOTAL,202404
3186,485,JPCUEVA,KTMORENO,3186-500-0000134,ACEPTADA,0000140548,1.0,1.0,,,SIN VENTA,202404
3186,485,KJPAZC,KVAPONTE,3186-502-0000160,ACEPTADA,0000126741,1.0,1.0,3.0,14.0,VENTA TOTAL,202404
3186,485,SPGONZALEZ,KTMORENO,3186-501-0000123,ACEPTADA,00593,0.3333333333333333,10.0,0.3333333333333333,5.695,VENTA TOTAL,202404
3186,485,SPGONZALEZ,KVAPONTE,3186-501-0000201,ACEPTADA,0000114072,0.16666666666666666,2.0,1.3333333333333333,18.88,VENTA TOTAL,202404
3186,485,KJPAZC,JCGONZALEO,3186-502-0000169,ANULADA,0000109090,1.0,30.0,,,ANULADA,202404
3186,485,KJPAZC,KVAPONTE,3186-502-0000196,ACEPTADA,0000134800,1.0,5.0,1.0,0.0,VENTA TOTAL,202404
3186,485,JPCUEVA,KVAPONTE,3186-500-0000197,ACEPTADA,0000102715,1.0,1.0,,,SIN VENTA,202404
3186,485,KJPAZC,,3186-502-0000174,ACEPTADA,0000109090,1.0,30.0,1.0,40.7871,VENTA TOTAL,202404
3186,485,KJPAZC,,3186-502-0000144,ACEPTADA,0000138027,0.3333333333333333,10.0,0.3333333333333333,9.6,VENTA TOTAL,202404
3186,485,KJPAZC,KVAPONTE,3186-502-0000215,ACEPTADA,02233,2.0,2.0,2.0,11.32,VENTA TOTAL,202404
3186,485,SPGONZALEZ,KTMORENO,3186-501-0000187,ACEPTADA,0000132951,1.0,10.0,0.6,8.808,VENTA PARCIAL,202404
3186,485,JPCUEVA,HGROMERO,3186-500-0000199,ACEPTADA,0000141125,1.0,1.0,1.0,3.2089,VENTA TOTAL,202404
3186,485,KJPAZC,KVAPONTE,3186-502-0000158,ANULADA,0000126741,1.0,1.0,,,ANULADA,202404
3186,485,KJPAZC,KVAPONTE,3186-502-0000141,ACEPTADA,0000133904,1.0,1.0,1.0,14.151,VENTA TOTAL,202404
3186,485,JPCUEVA,,3186-500-0000117,ACEPTADA,08682,0.8,8.0,2.8,22.5428,VENTA TOTAL,202404
3186,485,JPCUEVA,CFCASTILLO,3186-500-0000168,ACEPTADA,12832,0.3333333333333333,10.0,1.0,16.983,VENTA TOTAL,202404
3186,485,JPCUEVA,KVAPONTE,3186-500-0000152,ACEPTADA,0000125121,1.0,1.0,1.0,25.6,VENTA TOTAL,202404
3186,485,KJPAZC,KTMORENO,3186-502-0000178,ACEPTADA,04082,1.0,4.0,1.0,10.8992,VENTA TOTAL,202404
3186,485,SPGONZALEZ,HGROMERO,3186-501-0000204,ACEPTADA,0000142412,1.0,30.0,2.0,12.0,VENTA TOTAL,202404
3186,485,SPGONZALEZ,HGROMERO,3186-501-0000164,ACEPTADA,0000142811,1.0,1.0,4.0,17.181,VENTA TOTAL,202404
2169,485,AEMERA,KTMORENO,2169-501-0000809,ACEPTADA,09272,1.0,1.0,1.0,21.51,VENTA TOTAL,202404
2169,485,AEMERA,CFCASTILLO,2169-501-0000755,ACEPTADA,0000141440,1.0,1.0,,,SIN VENTA,202404
2169,485,RYYAGUANA,,2169-500-0000786,ACEPTADA,0000128906,1.0,1.0,1.0,18.4031,VENTA TOTAL,202404
2169,485,AEMERA,KVAPONTE,2169-501-0000817,ACEPTADA,0000139083,1.0,7.0,,,SIN VENTA,202404
2169,485,AEMERA,CFCASTILLO,2169-501-0000743,ACEPTADA,0000129191,1.0,30.0,3.0,64.8,VENTA TOTAL,202404
2169,485,AEMERA,KVAPONTE,2169-501-0000787,ACEPTADA,0000124374,1.0,1.0,1.0,11.9925,VENTA TOTAL,202404
2169,485,AEMERA,KVAPONTE,2169-501-0000838,ACEPTADA,17860,1.0,10.0,,,SIN VENTA,202404
1833,713,CIALVARADO,XAORELLANA,1833-051-0004329,ACEPTADA,07437,1.0,30.0,1.0,91.56,VENTA TOTAL,202404
352,713,EAJARAMILL,SASANCHEZB,352-002-0035025,ACEPTADA,0000129644,0.4,6.0,0.8,18.125999999999998,VENTA TOTAL,202404
352,713,EAJARAMILL,SASANCHEZB,352-002-0035026,ACEPTADA,04791,0.2,2.0,0.2,2.5506,VENTA TOTAL,202404
3186,713,KJPAZC,XAORELLANA,3186-502-0000186,ACEPTADA,0000132587,1.0,30.0,3.0,95.7888,VENTA TOTAL,202404
3186,563,JPCUEVA,WPCAMPOVE,3186-500-0000193,ACEPTADA,0000124299,2.0,2.0,,,SIN VENTA,202404
3186,563,JPCUEVA,CATORRESZ,3186-500-0000195,ACEPTADA,0000117410,1.0,1.0,,,SIN VENTA,202404
3186,563,JPCUEVA,WPCAMPOVE,3186-500-0000192,ACEPTADA,06849,1.0,1.0,1.0,6.5238,VENTA TOTAL,202404
3186,563,JPCUEVA,WPCAMPOVE,3186-500-0000194,ANULADA,0000117410,1.0,1.0,,,ANULADA,202404
369,563,PJCARRION,CATORRESZ,369-002-0024800,ACEPTADA,0000124911,4.0,4.0,,,SIN VENTA,202404
352,2039,AJIMENEZR,LAPESANTEZ,352-001-0035168,ACEPTADA,0000138317,2.0,56.0,3.2857142857142856,134.3223,VENTA TOTAL,202404
3186,2039,JPCUEVA,GKCRUZ,3186-500-0000188,ACEPTADA,0000131703,2.0,60.0,2.0,55.2,VENTA TOTAL,202404
485,333,CFCASTILLO,MPESPINOZV,485-002-0023719,RECHAZADA,0000142121,1.0,1.0,,,RECHAZADA INTERPROVINCIAL,202404
3170,175,YKGUAJALA,AMANDRADE,3170-502-0001140,ACEPTADA,0000135200,1.0,30.0,,,SIN VENTA,202404
390,470,MCESPEJO,MPROJASCH,390-003-0032187,ACEPTADA,0000139713,1.0,14.0,2.0,27.9936,VENTA TOTAL,202404
390,470,KOORTIZ,MPROJASCH,390-003-0032120,ACEPTADA,07377,1.0,30.0,1.0,56.145,VENTA TOTAL,202404
390,470,PFCRIOLLOM,,390-002-0032021,ACEPTADA,0000112996,1.0,1.0,1.0,13.1451,VENTA TOTAL,202404
390,470,MCESPEJO,,390-002-0032185,ACEPTADA,0000130141,1.0,1.0,1.0,0.8717,VENTA TOTAL,202404
390,470,PFCRIOLLOM,MPROJASCH,390-003-0031945,ACEPTADA,0000128038,2.0,2.0,10.0,33.8,VENTA TOTAL,202404
390,470,MGHURTADO,,390-003-0032017,ACEPTADA,0000137555,1.0,60.0,1.0,17.868,VENTA TOTAL,202404
390,470,PFCRIOLLOM,MPROJASCH,390-003-0032166,ACEPTADA,0000130971,1.0,1.0,2.0,80.2232,VENTA TOTAL,202404
390,470,MGHURTADO,MPROJASCH,390-002-0031993,ACEPTADA,0000132247,1.0,1.0,1.0,31.7333,VENTA TOTAL,202404
3186,470,SPGONZALEZ,TFCELI,3186-501-0000218,ACEPTADA,0000143309,0.2,6.0,0.2,5.568,VENTA TOTAL,202404
3186,470,KJPAZC,TFCELI,3186-502-0000216,ACEPTADA,0000124213,1.0,1.0,1.0,9.956,VENTA TOTAL,202404
3186,470,SPGONZALEZ,TFCELI,3186-501-0000217,ACEPTADA,0000130657,1.0,30.0,1.0,39.342,VENTA TOTAL,202404
2169,470,AEMERA,,2169-501-0000808,ACEPTADA,05988,3.0,6.0,6.0,10.5984,VENTA TOTAL,202404
2169,470,AEMERA,,2169-501-0000808,ACEPTADA,0000137059,1.0,4.0,1.0,6.5504,VENTA TOTAL,202404
1811,470,VAORTIZ,TFCELI,1811-051-0003849,ACEPTADA,0000130767,1.0,30.0,1.0,60.591,VENTA TOTAL,202404
1811,470,AEBUSTAMAN,TFCELI,1811-052-0003850,ACEPTADA,12173,1.0,1.0,,,SIN VENTA,202404
1811,470,AEBUSTAMAN,TFCELI,1811-052-0003845,ACEPTADA,0000134289,1.0,1.0,,,SIN VENTA,202404
1811,470,VAORTIZ,TFCELI,1811-051-0003846,ACEPTADA,0000130152,1.0,30.0,2.0,31.59,VENTA TOTAL,202404
1811,470,VAORTIZ,MPROJASCH,1811-051-0003804,ACEPTADA,04889,1.0,12.0,1.0,10.98,VENTA TOTAL,202404
1811,470,AEBUSTAMAN,,1811-052-0003886,ACEPTADA,0000143105,2.0,2.0,6.0,10.3824,VENTA TOTAL,202404
1811,470,AEBUSTAMAN,,1811-052-0003894,ACEPTADA,13863,1.0,10.0,0.4,4.336,VENTA PARCIAL,202404
1811,470,AEBUSTAMAN,TFCELI,1811-051-0003837,ACEPTADA,0000126764,1.0,1.0,1.0,19.92,VENTA TOTAL,202404
1811,470,VAORTIZ,TFCELI,1811-051-0003881,ANULADA,0000128997,1.0,30.0,,,ANULADA,202404
1811,470,VAORTIZ,,1811-051-0003805,ACEPTADA,05146,1.0,20.0,0.75,10.236,VENTA PARCIAL,202404
1811,470,VAORTIZ,,1811-051-0003895,ACEPTADA,0000122718,0.13333333333333333,4.0,0.13333333333333333,7.2,VENTA TOTAL,202404
485,470,CFCASTILLO,,485-001-0023766,ACEPTADA,09629,1.0,20.0,1.0,14.96,VENTA TOTAL,202404
485,470,CFCASTILLO,MPROJASCH,485-001-0023641,ACEPTADA,0000136739,2.0,2.0,2.0,0.02,VENTA TOTAL,202404
485,470,CFCASTILLO,,485-003-0023862,ACEPTADA,0000136383,1.0,30.0,1.0,18.48,VENTA TOTAL,202404
