oficinasolicita,oficinaacepta,usuariosolicita,usuarioacepta,comprobantetransferencia,estadotransferencia,codproducto,cantidad_enteros,cantidad_fraccion,sumaventacajas,sumavalorventa,tipo_venta_transferencia,aniomes
1811,390,VAORTIZ,MCESPEJO,1811-051-0003808,ACEPTADA,02201,1.0,10.0,1.0,11.928,VENTA TOTAL,202404
1811,390,VAORTIZ,PFCRIOLLOM,1811-051-0003853,ACEPTADA,0000116279,3.0,42.0,4.142857142857143,78.255,VENTA TOTAL,202404
1811,390,VAORTIZ,PFCRIOLLOM,1811-051-0003796,ACEPTADA,0000142188,1.0,1.0,1.0,10.24,VENTA TOTAL,202404
1811,390,VAORTIZ,GPMARTINEZ,1811-051-0003818,ACEPTADA,0000129191,0.1,3.0,,,SIN VENTA,202404
1811,390,JMINIGUEZ,MGHURTADO,1811-052-0003825,ACEPTADA,0000138773,1.0,1.0,1.0,68.4,VENTA TOTAL,202404
1811,390,AEBUSTAMAN,GPMARTINEZ,1811-052-0003843,ACEPTADA,0000114744,1.0,30.0,1.0,13.5,VENTA TOTAL,202404
1811,390,VAORTIZ,PFCRIOLLOM,1811-051-0003796,ACEPTADA,0000142189,1.0,1.0,2.0,20.64,VENTA TOTAL,202404
1811,390,JMINIGUEZ,MGHURTADO,1811-052-0003842,ACEPTADA,08541,0.1,10.0,0.11,0.3509,VENTA TOTAL,202404
1811,390,AEBUSTAMAN,PFCRIOLLOM,1811-051-0003827,ACEPTADA,0000115787,1.0,28.0,1.0,16.6723,VENTA TOTAL,202404
1811,390,JMINIGUEZ,PFCRIOLLOM,1811-052-0003892,ACEPTADA,0000115787,2.0,56.0,2.0,18.7564,VENTA TOTAL,202404
1811,390,JMINIGUEZ,,1811-052-0003795,ACEPTADA,0000131577,3.0,30.0,4.0,16.32,VENTA TOTAL,202404
1811,390,AEBUSTAMAN,GPMARTINEZ,1811-052-0003843,ACEPTADA,0000131136,1.0,30.0,1.0,25.2,VENTA TOTAL,202404
1811,390,AEBUSTAMAN,GPMARTINEZ,1811-051-0003826,ACEPTADA,0000115788,1.0,56.0,,,SIN VENTA,202404
1811,390,AEBUSTAMAN,GPMARTINEZ,1811-051-0003840,ACEPTADA,10315,2.0,60.0,2.0,10.746,VENTA TOTAL,202404
1811,390,JMINIGUEZ,GPMARTINEZ,1811-052-0003814,ACEPTADA,0000130687,0.5,30.0,0.5,40.5,VENTA TOTAL,202404
1811,390,JMINIGUEZ,GPMARTINEZ,1811-052-0003816,ACEPTADA,0000142664,1.0,30.0,1.0,32.511,VENTA TOTAL,202404
485,390,JCGONZALEO,MCESPEJO,485-002-0023633,ACEPTADA,0000115415,1.0,30.0,2.0,11.364,VENTA TOTAL,202404
485,390,CFCASTILLO,PFCRIOLLOM,485-004-0023929,ACEPTADA,0000143281,2.0,20.0,1.5,30.375,VENTA PARCIAL,202404
485,390,JCGONZALEO,MGHURTADO,485-001-0023858,ACEPTADA,13832,1.0,6.0,2.0,12.2247,VENTA TOTAL,202404
485,390,JCGONZALEO,,485-002-0023666,ACEPTADA,0000132891,1.0,1.0,1.0,0.0,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0023634,ACEPTADA,12767,1.0,1.0,1.0,11.1085,VENTA TOTAL,202404
485,390,KTMORENO,PFCRIOLLOM,485-003-0023674,ACEPTADA,0000140640,1.0,1.0,,,SIN VENTA,202404
485,390,KTMORENO,PFCRIOLLOM,485-001-0023806,ACEPTADA,0000134231,1.0,7.0,1.4285714285714286,53.6,VENTA TOTAL,202404
485,390,CFCASTILLO,MGHURTADO,485-001-0023761,ACEPTADA,0000131147,1.0,1.0,,,SIN VENTA,202404
485,390,CFCASTILLO,,485-001-0023635,ACEPTADA,0000130971,1.0,1.0,1.0,45.4598,VENTA TOTAL,202404
485,390,JCGONZALEO,PFCRIOLLOM,485-002-0023661,ACEPTADA,0000116279,2.0,28.0,2.0,35.1888,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0023656,ACEPTADA,0000115933,1.0,1.0,1.0,4.23,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-003-0023853,ACEPTADA,0000131884,1.0,1.0,,,SIN VENTA,202404
485,390,CFCASTILLO,GPMARTINEZ,485-003-0023825,ACEPTADA,0000126537,1.0,10.0,1.0,12.0048,VENTA TOTAL,202404
485,390,JCGONZALEO,,485-004-0023823,ACEPTADA,0000100163,2.0,2.0,6.0,9.72,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0023684,ACEPTADA,0000143105,1.0,1.0,5.0,9.3566,VENTA TOTAL,202404
485,390,JCGONZALEO,PFCRIOLLOM,485-004-0023848,ACEPTADA,01303,1.0,60.0,1.0,13.8,VENTA TOTAL,202404
485,390,KTMORENO,,485-001-0023699,ACEPTADA,12410,0.13333333333333333,4.0,0.13333333333333333,4.1952,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-003-0023793,ACEPTADA,0000103703,1.0,1.0,1.0,11.97,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-002-0023721,ACEPTADA,16375,3.0,3.0,3.0,1.73,VENTA TOTAL,202404
485,390,CFCASTILLO,PFCRIOLLOM,485-003-0023872,ACEPTADA,0000141934,0.13333333333333333,2.0,,,SIN VENTA,202404
485,390,JCGONZALEO,PFCRIOLLOM,485-004-0023869,ACEPTADA,0000136017,1.0,1.0,,,SIN VENTA,202404
485,390,KVAPONTE,,485-004-0023705,ACEPTADA,13757,1.0,1.0,1.0,3.096,VENTA TOTAL,202404
485,390,HGROMERO,PFCRIOLLOM,485-002-0023907,ANULADA,0000113527,1.0,1.0,,,ANULADA,202404
485,390,CFCASTILLO,,485-002-0023721,ACEPTADA,16382,3.0,3.0,3.0,1.73,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0023583,ACEPTADA,0000130522,1.0,1.0,1.0,24.5571,VENTA TOTAL,202404
485,390,KTMORENO,PFCRIOLLOM,485-001-0023894,ACEPTADA,16382,3.0,3.0,3.0,1.73,VENTA TOTAL,202404
485,390,CFCASTILLO,MGHURTADO,485-001-0023621,ACEPTADA,0000122777,1.0,14.0,1.2857142857142856,25.4772,VENTA TOTAL,202404
485,390,KTMORENO,,485-001-0023737,ACEPTADA,0000105973,0.4,12.0,1.0,5.76,VENTA TOTAL,202404
485,390,CFCASTILLO,MGHURTADO,485-004-0023919,ACEPTADA,0000141934,0.8666666666666667,13.0,,,SIN VENTA,202404
485,390,CFCASTILLO,,485-002-0023753,ACEPTADA,0000121062,1.0,30.0,1.0,16.149,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0023982,ACEPTADA,0000101887,1.0,1.0,2.0,3.5,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-003-0023864,ACEPTADA,0000125257,1.0,30.0,1.0,46.56,VENTA TOTAL,202404
485,390,KVAPONTE,,485-003-0023686,ACEPTADA,0000142872,1.0,1.0,1.0,7.0231,VENTA TOTAL,202404
485,390,CFCASTILLO,MGHURTADO,485-002-0023722,ACEPTADA,0000112199,1.0,28.0,,,SIN VENTA,202404
485,390,KTMORENO,PFCRIOLLOM,485-002-0023827,ACEPTADA,16370,6.0,6.0,6.0,3.46,VENTA TOTAL,202404
485,390,CFCASTILLO,AEBUSTAMAN,485-002-0023744,ACEPTADA,0000122938,2.0,60.0,2.6666666666666665,12.972,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-003-0023803,ACEPTADA,16375,1.0,1.0,3.0,1.73,VENTA TOTAL,202404
485,390,KVAPONTE,PFCRIOLLOM,485-003-0023585,ACEPTADA,28566,1.0,1.0,1.0,16.6964,VENTA TOTAL,202404
485,390,KTMORENO,,485-004-0023630,ACEPTADA,0000118506,1.0,1.0,1.0,13.92,VENTA TOTAL,202404
485,390,KVAPONTE,PFCRIOLLOM,485-003-0023586,ACEPTADA,24222,1.0,1.0,1.0,11.0,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0024006,ACEPTADA,0000142129,0.6666666666666666,2.0,1.0,17.5999,VENTA TOTAL,202404
485,390,KTMORENO,,485-002-0023855,ACEPTADA,0000126764,1.0,1.0,1.0,19.92,VENTA TOTAL,202404
485,390,KTMORENO,PFCRIOLLOM,485-003-0023674,ACEPTADA,13770,1.0,28.0,,,SIN VENTA,202404
485,390,KVAPONTE,,485-003-0023664,ACEPTADA,07458,1.0,1.0,1.0,6.138,VENTA TOTAL,202404
485,390,KVAPONTE,,485-001-0023895,ACEPTADA,0000141234,0.25,5.0,0.3,4.416,VENTA TOTAL,202404
485,390,KVAPONTE,,485-001-0023852,ACEPTADA,0000138074,1.0,1.0,1.0,21.0,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0023685,ACEPTADA,0000143105,4.0,4.0,4.0,6.9216,VENTA TOTAL,202404
485,390,KTMORENO,,485-004-0023662,ACEPTADA,0000138071,1.0,1.0,1.0,10.426,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-004-0023951,ACEPTADA,12498,0.6666666666666666,20.0,0.6666666666666666,11.526,VENTA TOTAL,202404
485,390,KTMORENO,,485-001-0023723,ACEPTADA,0000134934,1.0,1.0,1.0,36.7692,VENTA TOTAL,202404
485,390,KTMORENO,PFCRIOLLOM,485-002-0023930,ACEPTADA,0000131909,1.0,1.0,,,SIN VENTA,202404
485,390,CFCASTILLO,,485-001-0023657,ACEPTADA,0000139400,1.0,1.0,1.0,2.6518,VENTA TOTAL,202404
485,390,KTMORENO,,485-002-0023824,ACEPTADA,0000108702,0.23333333333333334,7.0,3.0,47.52,VENTA TOTAL,202404
485,390,KVAPONTE,MGHURTADO,485-003-0023688,ACEPTADA,12354,1.0,1.0,1.0,7.93,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-003-0023802,ACEPTADA,0000119979,0.3333333333333333,10.0,1.0,30.0,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0023685,ACEPTADA,16382,3.0,3.0,3.0,1.73,VENTA TOTAL,202404
485,390,JCGONZALEO,GPMARTINEZ,485-001-0023955,ACEPTADA,0000115417,2.0,2.0,,,SIN VENTA,202404
485,390,CFCASTILLO,,485-001-0023600,ACEPTADA,0000123402,0.08333333333333333,5.0,0.08333333333333333,1.48,VENTA TOTAL,202404
485,390,KVAPONTE,,485-003-0023587,ACEPTADA,0000142224,1.0,1.0,2.0,55.952,VENTA TOTAL,202404
485,390,KVAPONTE,MGHURTADO,485-004-0023748,ACEPTADA,0000117274,0.6,12.0,2.0,30.644,VENTA TOTAL,202404
485,390,KTMORENO,MCESPEJO,485-004-0023631,ACEPTADA,12609,3.0,3.0,7.0,7.7814,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-001-0023760,ACEPTADA,10239,0.8333333333333334,10.0,1.1666666666666667,15.1676,VENTA TOTAL,202404
485,390,KTMORENO,,485-004-0023602,ACEPTADA,16063,2.0,2.0,2.0,15.36,VENTA TOTAL,202404
485,390,CFCASTILLO,,485-003-0023822,ACEPTADA,16382,3.0,3.0,9.0,5.1899999999999995,VENTA TOTAL,202404
390,1861,MCESPEJO,JCPADILLAB,390-001-0031962,ACEPTADA,0000115470,0.3333333333333333,10.0,0.3333333333333333,10.649,VENTA TOTAL,202404
352,1861,AJIMENEZR,PFMACANCEL,352-001-0035029,ANULADA,0000115470,1.0,30.0,,,ANULADA,202404
1867,659,CMCAMPOVER,GABRITO,1867-501-0006248,ACEPTADA,0000140375,2.0,2.0,2.0,22.7044,VENTA TOTAL,202404
2122,801,JFCUMBICUS,VAINIGUEZ,2122-502-0002379,ACEPTADA,0000113249,0.5357142857142857,30.0,,,SIN VENTA,202404
2122,801,JFCUMBICUS,VAINIGUEZ,2122-502-0002379,ACEPTADA,0000113914,1.0,1.0,,,SIN VENTA,202404
2122,801,JFCUMBICUS,VAINIGUEZ,2122-502-0002379,ACEPTADA,0000101913,1.0,1.0,,,SIN VENTA,202404
2122,801,JFCUMBICUS,VAINIGUEZ,2122-502-0002379,ACEPTADA,17610,0.15,15.0,,,SIN VENTA,202404
2122,801,JFCUMBICUS,VAINIGUEZ,2122-502-0002379,ACEPTADA,0000100382,1.25,25.0,,,SIN VENTA,202404
2122,801,JFCUMBICUS,VAINIGUEZ,2122-502-0002379,ACEPTADA,0000128997,1.0,30.0,,,SIN VENTA,202404
2122,801,JFCUMBICUS,VAINIGUEZ,2122-502-0002379,ACEPTADA,00976,0.02,2.0,,,SIN VENTA,202404
390,801,PFCRIOLLOM,VAINIGUEZ,390-002-0032011,ACEPTADA,0000134592,1.0,1.0,1.0,18.75,VENTA TOTAL,202404
352,3186,NCRUIZ,JPCUEVA,352-003-0035295,ACEPTADA,0000140922,1.0,28.0,3.0,129.15,VENTA TOTAL,202404
352,3186,AJIMENEZR,JPCUEVA,352-001-0035345,ACEPTADA,0000128840,3.0,15.0,12.0,63.45,VENTA TOTAL,202404
352,3186,NCRUIZ,SPGONZALEZ,352-003-0034921,ACEPTADA,0000114053,1.0,1.0,2.0,24.0714,VENTA TOTAL,202404
352,3186,EAJARAMILL,SPGONZALEZ,352-002-0035245,ACEPTADA,16375,2.0,2.0,,,SIN VENTA,202404
352,3186,NCRUIZ,KJPAZC,352-003-0035317,ACEPTADA,0000129491,1.0,28.0,4.0,373.3959,VENTA TOTAL,202404
352,3186,NCRUIZ,,352-003-0035331,ACEPTADA,0000132990,1.0,1.0,1.0,26.09,VENTA TOTAL,202404
352,3186,EAJARAMILL,KJPAZC,352-002-0035177,ACEPTADA,0000143180,1.0,30.0,1.0,10.659,VENTA TOTAL,202404
352,3186,EAJARAMILL,KJPAZC,352-002-0035179,ANULADA,0000134356,1.0,1.0,,,ANULADA,202404
352,3186,NCRUIZ,JPCUEVA,352-001-0035188,ACEPTADA,16370,1.0,1.0,1.0,0.5767,VENTA TOTAL,202404
352,3186,NCRUIZ,JPCUEVA,352-003-0034917,ACEPTADA,0000142706,1.0,1.0,1.0,6.5786,VENTA TOTAL,202404
352,3186,EAJARAMILL,SPGONZALEZ,352-002-0035180,ACEPTADA,0000134356,1.0,1.0,,,SIN VENTA,202404
352,3186,NCRUIZ,,352-003-0035312,ACEPTADA,13351,1.0,20.0,2.0,27.448,VENTA TOTAL,202404
369,3186,PJCARRION,,369-002-0024851,ACEPTADA,0000139532,1.0,1.0,1.0,14.3208,VENTA TOTAL,202404
369,3186,ACVASQUEZ,KJPAZC,369-001-0024468,ACEPTADA,0000107711,1.0,30.0,2.0,98.496,VENTA TOTAL,202404
369,3186,MLCHAMBA,,369-004-0024651,ACEPTADA,0000136568,1.0,5.0,6.0,54.78,VENTA TOTAL,202404
369,3186,PJCARRION,,369-002-0024854,ACEPTADA,0000141954,1.0,1.0,1.0,8.36,VENTA TOTAL,202404
369,3186,PJCARRION,,369-002-0024603,ACEPTADA,0000141291,1.5,30.0,1.5,21.924,VENTA TOTAL,202404
369,3186,MGVASQUEZ,,369-002-0024642,ACEPTADA,0000142953,0.3333333333333333,10.0,2.0,3.102,VENTA TOTAL,202404
369,3186,BRESPINOZA,KJPAZC,369-004-0024751,ACEPTADA,0000137999,0.13333333333333333,2.0,0.8666666666666666,13.7104,VENTA TOTAL,202404
369,3186,MLCHAMBA,,369-003-0024834,ACEPTADA,0000135856,2.0,2.0,2.0,93.06,VENTA TOTAL,202404
369,3186,MLCHAMBA,,369-002-0024778,ACEPTADA,0000138198,1.0,1.0,1.0,11.5895,VENTA TOTAL,202404
369,3186,PJCARRION,SPGONZALEZ,369-002-0024857,ACEPTADA,0000109128,1.0,24.0,1.0,7.1424,VENTA TOTAL,202404
369,3186,PJCARRION,,369-002-0024466,ACEPTADA,0000129869,0.5,15.0,1.0,15.3288,VENTA TOTAL,202404
369,3186,MLCHAMBA,SPGONZALEZ,369-003-0024831,ACEPTADA,0000120955,2.0,56.0,2.142857142857143,37.260000000000005,VENTA TOTAL,202404
369,3186,PJCARRION,SPGONZALEZ,369-005-0024806,ACEPTADA,0000132400,3.0,42.0,,,SIN VENTA,202404
369,3186,BRESPINOZA,,369-004-0024752,ACEPTADA,0000141440,1.0,1.0,1.0,31.29,VENTA TOTAL,202404
369,3186,MGVASQUEZ,,369-001-0024771,ACEPTADA,0000116284,2.0,12.0,4.0,27.072,VENTA TOTAL,202404
369,3186,MLCHAMBA,,369-001-0024759,ACEPTADA,0000125121,1.0,1.0,2.0,61.44,VENTA TOTAL,202404
369,3186,PJCARRION,JPCUEVA,369-002-0024756,ACEPTADA,0000141291,1.0,20.0,,,SIN VENTA,202404
369,3186,ACVASQUEZ,KJPAZC,369-005-0024463,ACEPTADA,0000107714,1.0,1.0,1.0,12.736,VENTA TOTAL,202404
369,3186,MLCHAMBA,,369-003-0024458,ACEPTADA,0000132400,2.0,28.0,2.0,26.88,VENTA TOTAL,202404
2122,3186,BSCALLE,SPGONZALEZ,2122-502-0002254,ACEPTADA,0000142949,1.0,1.0,1.0,26.5353,VENTA TOTAL,202404
2122,3186,BSCALLE,,2122-502-0002384,ACEPTADA,0000135926,1.0,1.0,2.0,57.798,VENTA TOTAL,202404
1907,3186,MFPINOS,,1907-501-0002751,ACEPTADA,0000136274,1.0,1.0,1.0,11.5375,VENTA TOTAL,202404
1907,3186,MFPINOS,,1907-501-0002751,ACEPTADA,0000125148,1.0,1.0,1.0,7.67,VENTA TOTAL,202404
1907,3186,MFPINOS,,1907-501-0002751,ACEPTADA,0000141959,1.0,30.0,1.0,41.5008,VENTA TOTAL,202404
316,3186,LEGONZALEB,,316-002-0004989,ACEPTADA,0000110236,1.0,1.0,1.0,12.15,VENTA TOTAL,202404
316,3186,LEGONZALEB,SPGONZALEZ,316-001-0004891,ACEPTADA,0000128840,3.0,15.0,6.4,44.97899999999999,VENTA TOTAL,202404
316,3186,BAANGAMAR,,316-001-0004986,ACEPTADA,0000130971,1.0,1.0,1.0,45.4598,VENTA TOTAL,202404
316,3186,LEGONZALEB,KJPAZC,316-002-0004987,ACEPTADA,13755,1.0,1.0,1.0,14.543,VENTA TOTAL,202404
1985,3186,FNFERNANDE,KJPAZC,1985-500-0002245,ACEPTADA,0000128840,1.0,5.0,8.0,42.3,VENTA TOTAL,202404
1985,3186,FNFERNANDE,,1985-500-0002228,ACEPTADA,0000121374,1.0,30.0,1.0,37.1535,VENTA TOTAL,202404
1985,3186,FNFERNANDE,KJPAZC,1985-500-0002269,ACEPTADA,0000130218,2.0,60.0,3.0,49.92,VENTA TOTAL,202404
2128,3186,JACABRERAM,JPCUEVA,2128-501-0000742,ACEPTADA,0000137266,1.0,1.0,,,SIN VENTA,202404
470,3186,MPROJASCH,KJPAZC,470-001-0012123,ACEPTADA,0000130971,1.0,1.0,,,SIN VENTA,202404
470,3186,MPROJASCH,,470-002-0012138,ACEPTADA,0000134356,1.0,1.0,1.0,12.3738,VENTA TOTAL,202404
470,3186,TFCELI,,470-002-0012083,ACEPTADA,0000136624,1.0,1.0,1.0,79.99,VENTA TOTAL,202404
470,3186,TFCELI,KJPAZC,470-002-0012032,ACEPTADA,15545,2.0,2.0,2.0,13.2,VENTA TOTAL,202404
390,3186,KAPINTA,KJPAZC,390-004-0032211,ACEPTADA,12204,1.0,1.0,1.0,2.85,VENTA TOTAL,202404
390,3186,PFCRIOLLOM,KJPAZC,390-002-0032151,ACEPTADA,0000133805,1.0,1.0,1.0,39.0438,VENTA TOTAL,202404
390,3186,MGHURTADO,,390-004-0032104,ACEPTADA,0000132066,0.2,10.0,1.2,25.905,VENTA TOTAL,202404
390,3186,PFCRIOLLOM,KJPAZC,390-002-0032151,ACEPTADA,0000134944,1.0,1.0,1.0,26.4134,VENTA TOTAL,202404
390,3186,MCESPEJO,JPCUEVA,390-001-0031970,ACEPTADA,0000140829,1.0,1.0,2.0,17.3368,VENTA TOTAL,202404
390,3186,MGHURTADO,,390-002-0032051,ACEPTADA,10370,4.0,12.0,4.0,32.2236,VENTA TOTAL,202404
390,3186,PFCRIOLLOM,KJPAZC,390-002-0032151,ACEPTADA,0000142567,1.0,1.0,1.0,6.6436,VENTA TOTAL,202404
390,3186,KAPINTA,,390-004-0032162,ACEPTADA,0000138262,2.0,2.0,2.0,1.74,VENTA TOTAL,202404
390,3186,MGHURTADO,JPCUEVA,390-003-0032019,ACEPTADA,0000140919,1.0,30.0,2.0,53.304,VENTA TOTAL,202404
2169,3186,AEMERA,JPCUEVA,2169-501-0000831,ACEPTADA,0000135979,1.0,1.0,,,SIN VENTA,202404
1811,3186,VAORTIZ,SPGONZALEZ,1811-051-0003847,ACEPTADA,0000113919,1.0,30.0,1.0,27.891,VENTA TOTAL,202404
1811,3186,AEBUSTAMAN,JPCUEVA,1811-052-0003887,ACEPTADA,0000141294,1.0,20.0,2.0,58.464,VENTA TOTAL,202404
485,3186,HGROMERO,SPGONZALEZ,485-004-0023965,ACEPTADA,05916,1.0,30.0,,,SIN VENTA,202404
485,3186,CFCASTILLO,JPCUEVA,485-001-0024008,ACEPTADA,08546,1.0,10.0,3.6,6.975,VENTA TOTAL,202404
485,3186,KVAPONTE,,485-003-0023646,ACEPTADA,0000128856,2.0,2.0,2.0,7.8416,VENTA TOTAL,202404
485,3186,HGROMERO,KJPAZC,485-004-0023935,ACEPTADA,18627,0.1875,3.0,0.1875,2.9625,VENTA TOTAL,202404
485,3186,CFCASTILLO,,485-002-0023987,ACEPTADA,0000114048,1.0,10.0,3.0,11.568,VENTA TOTAL,202404
485,3186,JCGONZALEO,JPCUEVA,485-004-0023870,ACEPTADA,0000136017,1.0,1.0,,,SIN VENTA,202404
485,3186,JCGONZALEO,JPCUEVA,485-001-0023672,ACEPTADA,10173,2.0,4.0,8.0,16.4928,VENTA TOTAL,202404
485,3186,CFCASTILLO,JPCUEVA,485-001-0024010,ACEPTADA,0000114468,1.0,20.0,,,SIN VENTA,202404
485,3186,KVAPONTE,,485-003-0023997,ACEPTADA,0000135800,2.0,60.0,2.0,48.222,VENTA TOTAL,202404
485,3186,CFCASTILLO,KJPAZC,485-004-0023962,ACEPTADA,0000139754,1.0,1.0,1.0,31.3562,VENTA TOTAL,202404
485,3186,HGROMERO,JPCUEVA,485-004-0023989,ACEPTADA,06926,2.0,2.0,3.0,4.9621,VENTA TOTAL,202404
485,3186,KVAPONTE,,485-001-0023977,ACEPTADA,13579,1.5,45.0,4.0,90.78,VENTA TOTAL,202404
485,3186,JCGONZALEO,JPCUEVA,485-002-0024004,ACEPTADA,0000135309,1.0,1.0,2.0,34.3714,VENTA TOTAL,202404
485,3186,KVAPONTE,,485-003-0024012,ACEPTADA,0000129634,1.1666666666666667,7.0,1.6666666666666667,17.95,VENTA TOTAL,202404
485,3186,JCGONZALEO,KJPAZC,485-001-0023956,ANULADA,13355,1.0,1.0,,,ANULADA,202404
485,3186,CFCASTILLO,,485-001-0024017,ACEPTADA,0000143105,1.0,1.0,1.0,1.7304,VENTA TOTAL,202404
485,3186,HGROMERO,SPGONZALEZ,485-001-0023971,ACEPTADA,0000119440,1.0,20.0,2.0,31.0,VENTA TOTAL,202404
485,3186,KTMORENO,,485-002-0023937,ACEPTADA,10435,1.0,1.0,1.0,5.5045,VENTA TOTAL,202404
485,3186,JCGONZALEO,SPGONZALEZ,485-001-0023934,ACEPTADA,08805,1.0,1.0,1.0,2.6741,VENTA TOTAL,202404
485,3186,CFCASTILLO,KJPAZC,485-001-0023967,ACEPTADA,0000129490,1.0,28.0,,,SIN VENTA,202404
485,3186,JCGONZALEO,KJPAZC,485-001-0023996,ACEPTADA,10416,1.0,30.0,1.0,25.5,VENTA TOTAL,202404
485,3186,CFCASTILLO,,485-001-0023968,ACEPTADA,14668,1.0,1.0,2.0,24.35,VENTA TOTAL,202404
485,3186,JCGONZALEO,JPCUEVA,485-001-0023943,ACEPTADA,0000104717,0.3333333333333333,10.0,0.3333333333333333,14.21,VENTA TOTAL,202404
485,3186,HGROMERO,KJPAZC,485-004-0023936,ACEPTADA,0000137739,2.0,10.0,2.0,17.2,VENTA TOTAL,202404
485,3186,KVAPONTE,JPCUEVA,485-001-0023978,ACEPTADA,13579,0.5,15.0,,,SIN VENTA,202404
485,3186,CFCASTILLO,,485-004-0023946,ACEPTADA,0000132090,1.0,1.0,1.0,37.38,VENTA TOTAL,202404
485,3186,KTMORENO,KJPAZC,485-001-0023654,ACEPTADA,13375,1.0,1.0,1.0,20.8971,VENTA TOTAL,202404
485,3186,CFCASTILLO,,485-002-0023984,ACEPTADA,12908,1.0,10.0,1.0,16.3,VENTA TOTAL,202404
485,3186,HGROMERO,,485-002-0024015,ACEPTADA,12241,5.0,5.0,8.0,31.3976,VENTA TOTAL,202404
485,3186,CFCASTILLO,,485-002-0023987,ACEPTADA,0000136319,1.0,10.0,3.0,66.99,VENTA TOTAL,202404
485,3186,JCGONZALEO,KJPAZC,485-001-0023931,ACEPTADA,0000134501,1.0,1.0,1.0,6.5247,VENTA TOTAL,202404
485,3186,JCGONZALEO,KJPAZC,485-002-0023998,ACEPTADA,0000118008,3.0,30.0,4.0,24.57,VENTA TOTAL,202404
485,3186,HGROMERO,,485-004-0024000,ACEPTADA,0000132858,0.5,3.0,1.6666666666666667,13.0,VENTA TOTAL,202404
485,3186,JCGONZALEO,KJPAZC,485-001-0023959,ACEPTADA,13355,1.0,1.0,1.0,3.7884,VENTA TOTAL,202404
485,3186,KTMORENO,,485-004-0024016,ACEPTADA,15386,1.0,1.0,1.0,37.344,VENTA TOTAL,202404
485,3186,CFCASTILLO,SPGONZALEZ,485-002-0023986,ACEPTADA,12136,2.0,60.0,3.0,25.623,VENTA TOTAL,202404
485,3186,JCGONZALEO,JPCUEVA,485-001-0023944,ACEPTADA,0000100694,0.625,15.0,0.625,4.7145,VENTA TOTAL,202404
485,3186,JCGONZALEO,KJPAZC,485-004-0023791,ANULADA,0000111324,2.0,2.0,,,ANULADA,202404
485,3186,KTMORENO,KJPAZC,485-003-0023993,ACEPTADA,0000133129,1.0,1.0,1.0,14.1,VENTA TOTAL,202404
485,3186,JCGONZALEO,KJPAZC,485-004-0023893,ACEPTADA,0000134919,1.0,1.0,1.0,27.6576,VENTA TOTAL,202404
485,3186,JCGONZALEO,JPCUEVA,485-004-0023981,ACEPTADA,0000104048,1.0,1.0,1.0,6.298,VENTA TOTAL,202404
485,3186,JCGONZALEO,JPCUEVA,485-004-0023873,ACEPTADA,0000116806,1.0,1.0,1.0,5.4,VENTA TOTAL,202404
485,3186,JCGONZALEO,KJPAZC,485-001-0023932,ACEPTADA,0000136749,1.0,6.0,1.0,2.7768,VENTA TOTAL,202404
485,3186,CFCASTILLO,KJPAZC,485-001-0023979,ACEPTADA,0000106105,2.0,56.0,3.0,94.7232,VENTA TOTAL,202404
1791,3186,DKROSADO,KJPAZC,1791-001-0005069,ANULADA,0000104048,1.0,1.0,,,ANULADA,202404
1791,3186,DKROSADO,,1791-002-0005127,ACEPTADA,0000111951,1.0,1.0,1.0,50.32,VENTA TOTAL,202404
1791,3186,DKROSADO,JPCUEVA,1791-002-0005112,ACEPTADA,0000135746,4.0,20.0,8.0,79.956,VENTA TOTAL,202404
1791,3186,DKROSADO,JPCUEVA,1791-002-0005129,ACEPTADA,0000140743,1.0,60.0,,,SIN VENTA,202404
1791,3186,DKROSADO,KJPAZC,1791-001-0005069,ANULADA,0000142859,1.0,1.0,,,ANULADA,202404
1791,3186,DKROSADO,,1791-001-0005024,ACEPTADA,0000128905,2.0,2.0,2.0,37.9522,VENTA TOTAL,202404
1833,3186,CIALVARADO,,1833-051-0004340,ACEPTADA,0000107714,2.0,2.0,4.0,50.944,VENTA TOTAL,202404
1833,3186,CIALVARADO,,1833-051-0004394,ACEPTADA,16370,3.0,3.0,3.0,1.73,VENTA TOTAL,202404
1833,3186,MEROMERO,KJPAZC,1833-051-0004379,ANULADA,0000139491,0.3333333333333333,15.0,,,ANULADA,202404
